dateday,season,holiday,atemp,humidity,count
2011-08-16,Fall,0,0.5909,0.73,6
2011-08-16,Fall,0,0.6061,0.69,5
2011-08-16,Fall,0,0.5909,0.73,30
2011-08-16,Fall,0,0.5909,0.73,119
2011-08-16,Fall,0,0.6061,0.69,346
2011-08-16,Fall,0,0.6515,0.58,441
2011-08-16,Fall,0,0.6364,0.61,198
2011-08-16,Fall,0,0.6515,0.58,111
2011-08-16,Fall,0,0.6667,0.51,150
2011-08-16,Fall,0,0.6818,0.48,162
2011-08-16,Fall,0,0.6818,0.48,192
2011-08-16,Fall,0,0.6818,0.45,182
2011-08-16,Fall,0,0.7121,0.41,159
2011-08-16,Fall,0,0.7121,0.41,303
2011-08-16,Fall,0,0.6818,0.45,600
2011-08-16,Fall,0,0.6818,0.45,570
2011-08-16,Fall,0,0.6667,0.48,376
2011-08-16,Fall,0,0.6667,0.51,280
2011-08-16,Fall,0,0.6667,0.54,215
2011-08-16,Fall,0,0.6515,0.61,152
2011-08-16,Fall,0,0.6212,0.65,77
2011-08-17,Fall,0,0.6212,0.69,24
2011-08-17,Fall,0,0.6061,0.73,14
2011-08-17,Fall,0,0.6212,0.69,6
2011-08-17,Fall,0,0.5909,0.78,5
2011-08-17,Fall,0,0.6061,0.73,5
2011-08-17,Fall,0,0.6061,0.73,28
2011-08-17,Fall,0,0.5909,0.78,105
2011-08-17,Fall,0,0.6212,0.65,308
2011-08-17,Fall,0,0.6515,0.54,487
2011-08-17,Fall,0,0.6667,0.48,209
2011-08-17,Fall,0,0.6818,0.43,118
2011-08-17,Fall,0,0.697,0.43,128
2011-08-17,Fall,0,0.7273,0.43,189
2011-08-17,Fall,0,0.7121,0.41,176
2011-08-17,Fall,0,0.7273,0.36,192
2011-08-17,Fall,0,0.7273,0.43,159
2011-08-17,Fall,0,0.7424,0.43,300
2011-08-17,Fall,0,0.7424,0.49,552
2011-08-17,Fall,0,0.697,0.55,556
2011-08-17,Fall,0,0.697,0.55,347
2011-08-17,Fall,0,0.6818,0.58,280
2011-08-17,Fall,0,0.6818,0.62,230
2011-08-17,Fall,0,0.6515,0.65,171
2011-08-17,Fall,0,0.6515,0.65,105
2011-08-18,Fall,0,0.6364,0.65,56
2011-08-18,Fall,0,0.6212,0.65,24
2011-08-18,Fall,0,0.6212,0.65,6
2011-08-18,Fall,0,0.6212,0.69,6
2011-08-18,Fall,0,0.6061,0.73,9
2011-08-18,Fall,0,0.5909,0.78,27
2011-08-18,Fall,0,0.5909,0.78,103
2011-08-18,Fall,0,0.5909,0.78,308
2011-08-18,Fall,0,0.6212,0.74,420
2011-08-18,Fall,0,0.6818,0.66,228
2011-08-18,Fall,0,0.697,0.66,129
2011-08-18,Fall,0,0.7121,0.58,141
2011-08-18,Fall,0,0.7424,0.52,173
2011-08-18,Fall,0,0.7424,0.52,187
2011-08-18,Fall,0,0.7576,0.46,182
2011-08-18,Fall,0,0.7273,0.46,174
2011-08-18,Fall,0,0.7273,0.46,245
2011-08-18,Fall,0,0.7273,0.46,409
2011-08-18,Fall,0,0.697,0.55,274
2011-08-18,Fall,0,0.6061,0.83,141
2011-08-18,Fall,0,0.6061,0.83,165
2011-08-18,Fall,0,0.6364,0.79,149
2011-08-18,Fall,0,0.6667,0.74,135
2011-08-18,Fall,0,0.6667,0.74,114
2011-08-19,Fall,0,0.6364,0.69,62
2011-08-19,Fall,0,0.5758,0.89,20
2011-08-19,Fall,0,0.5758,0.83,8
2011-08-19,Fall,0,0.5909,0.78,3
2011-08-19,Fall,0,0.5758,0.83,8
2011-08-19,Fall,0,0.5758,0.83,17
2011-08-19,Fall,0,0.5758,0.83,93
2011-08-19,Fall,0,0.6061,0.83,263
2011-08-19,Fall,0,0.6061,0.83,398
2011-08-19,Fall,0,0.6515,0.65,218
2011-08-19,Fall,0,0.6818,0.62,165
2011-08-19,Fall,0,0.6818,0.66,165
2011-08-19,Fall,0,0.6818,0.62,222
2011-08-19,Fall,0,0.7121,0.62,232
2011-08-19,Fall,0,0.7273,0.55,220
2011-08-19,Fall,0,0.7424,0.49,222
2011-08-19,Fall,0,0.7424,0.49,327
2011-08-19,Fall,0,0.7121,0.58,527
2011-08-19,Fall,0,0.7121,0.58,425
2011-08-19,Fall,0,0.5909,0.73,165
2011-08-19,Fall,0,0.5758,0.83,58
2011-08-19,Fall,0,0.5758,0.83,107
2011-08-19,Fall,0,0.5455,0.88,122
2011-08-19,Fall,0,0.5455,0.88,106
2011-08-20,Fall,0,0.5455,0.88,128
2011-08-20,Fall,0,0.5758,0.83,47
2011-08-20,Fall,0,0.5909,0.78,69
2011-08-20,Fall,0,0.5909,0.78,51
2011-08-20,Fall,0,0.5455,0.88,7
2011-08-20,Fall,0,0.5606,0.83,8
2011-08-20,Fall,0,0.5606,0.83,24
2011-08-20,Fall,0,0.5758,0.83,44
2011-08-20,Fall,0,0.6212,0.69,133
2011-08-20,Fall,0,0.6515,0.65,190
2011-08-20,Fall,0,0.6818,0.62,306
2011-08-20,Fall,0,0.6667,0.58,338
2011-08-20,Fall,0,0.6818,0.58,409
2011-08-20,Fall,0,0.697,0.55,378
2011-08-20,Fall,0,0.7424,0.49,375
2011-08-20,Fall,0,0.7273,0.43,390
2011-08-20,Fall,0,0.7273,0.46,373
2011-08-20,Fall,0,0.7424,0.49,383
2011-08-20,Fall,0,0.7121,0.58,394
2011-08-20,Fall,0,0.6818,0.62,291
2011-08-20,Fall,0,0.6818,0.62,248
2011-08-20,Fall,0,0.6818,0.7,225
2011-08-20,Fall,0,0.6667,0.74,223
2011-08-20,Fall,0,0.6667,0.74,157
2011-08-21,Fall,0,0.6667,0.74,74
2011-08-21,Fall,0,0.6364,0.79,86
2011-08-21,Fall,0,0.6364,0.79,64
2011-08-21,Fall,0,0.6061,0.83,51
2011-08-21,Fall,0,0.6364,0.83,6
2011-08-21,Fall,0,0.5909,0.89,8
2011-08-21,Fall,0,0.5909,0.89,14
2011-08-21,Fall,0,0.6364,0.83,31
2011-08-21,Fall,0,0.6667,0.79,92
2011-08-21,Fall,0,0.697,0.74,231
2011-08-21,Fall,0,0.7121,0.74,274
2011-08-21,Fall,0,0.7879,0.63,313
2011-08-21,Fall,0,0.803,0.59,374
2011-08-21,Fall,0,0.7727,0.59,310
2011-08-21,Fall,0,0.6667,0.79,235
2011-08-21,Fall,0,0.6667,0.84,68
2011-08-21,Fall,0,0.697,0.79,258
2011-08-21,Fall,0,0.697,0.79,270
2011-08-21,Fall,0,0.697,0.79,311
2011-08-21,Fall,0,0.6818,0.7,282
2011-08-21,Fall,0,0.6667,0.79,181
2011-08-21,Fall,0,0.6667,0.79,138
2011-08-21,Fall,0,0.6667,0.79,134
2011-08-21,Fall,0,0.6667,0.74,68
2011-08-22,Fall,0,0.6364,0.79,40
2011-08-22,Fall,0,0.6364,0.79,21
2011-08-22,Fall,0,0.6515,0.65,8
2011-08-22,Fall,0,0.6515,0.65,5
2011-08-22,Fall,0,0.6364,0.65,12
2011-08-22,Fall,0,0.6212,0.65,24
2011-08-22,Fall,0,0.6212,0.61,112
2011-08-22,Fall,0,0.6212,0.61,281
2011-08-22,Fall,0,0.6212,0.61,351
2011-08-22,Fall,0,0.6364,0.54,187
2011-08-22,Fall,0,0.6515,0.48,121
2011-08-22,Fall,0,0.6515,0.34,131
2011-08-22,Fall,0,0.6515,0.35,207
2011-08-22,Fall,0,0.6515,0.3,205
2011-08-22,Fall,0,0.6515,0.3,225
2011-08-22,Fall,0,0.6515,0.3,199
2011-08-22,Fall,0,0.6515,0.3,320
2011-08-22,Fall,0,0.6515,0.27,591
2011-08-22,Fall,0,0.6515,0.28,609
2011-08-22,Fall,0,0.6364,0.3,416
2011-08-22,Fall,0,0.6212,0.34,268
2011-08-22,Fall,0,0.6212,0.38,208
2011-08-22,Fall,0,0.6212,0.38,153
2011-08-22,Fall,0,0.6212,0.41,64
2011-08-23,Fall,0,0.6212,0.43,35
2011-08-23,Fall,0,0.5455,0.49,19
2011-08-23,Fall,0,0.5303,0.52,6
2011-08-23,Fall,0,0.5303,0.52,6
2011-08-23,Fall,0,0.5152,0.56,5
2011-08-23,Fall,0,0.5152,0.56,36
2011-08-23,Fall,0,0.5152,0.6,114
2011-08-23,Fall,0,0.6212,0.49,344
2011-08-23,Fall,0,0.6212,0.5,504
2011-08-23,Fall,0,0.6212,0.44,225
2011-08-23,Fall,0,0.6364,0.37,148
2011-08-23,Fall,0,0.6364,0.34,186
2011-08-23,Fall,0,0.6364,0.39,237
2011-08-23,Fall,0,0.6515,0.3,234
2011-08-23,Fall,0,0.6515,0.3,651
2011-08-23,Fall,0,0.6515,0.34,601
2011-08-23,Fall,0,0.6515,0.32,444
2011-08-23,Fall,0,0.6515,0.34,472
2011-08-23,Fall,0,0.6515,0.34,519
2011-08-23,Fall,0,0.6212,0.5,367
2011-08-23,Fall,0,0.6212,0.53,260
2011-08-23,Fall,0,0.6212,0.57,211
2011-08-23,Fall,0,0.6212,0.57,191
2011-08-23,Fall,0,0.6061,0.61,80
2011-08-24,Fall,0,0.6212,0.57,38
2011-08-24,Fall,0,0.6061,0.6,24
2011-08-24,Fall,0,0.5455,0.68,6
2011-08-24,Fall,0,0.5455,0.68,1
2011-08-24,Fall,0,0.5303,0.73,7
2011-08-24,Fall,0,0.5303,0.73,27
2011-08-24,Fall,0,0.5303,0.73,108
2011-08-24,Fall,0,0.6061,0.64,308
2011-08-24,Fall,0,0.6061,0.69,468
2011-08-24,Fall,0,0.6061,0.69,213
2011-08-24,Fall,0,0.6515,0.58,146
2011-08-24,Fall,0,0.6667,0.54,185
2011-08-24,Fall,0,0.6818,0.55,235
2011-08-24,Fall,0,0.6818,0.48,236
2011-08-24,Fall,0,0.6818,0.48,204
2011-08-24,Fall,0,0.6818,0.48,204
2011-08-24,Fall,0,0.697,0.52,271
2011-08-24,Fall,0,0.697,0.52,567
2011-08-24,Fall,0,0.6818,0.55,621
2011-08-24,Fall,0,0.6818,0.55,440
2011-08-24,Fall,0,0.6667,0.58,334
2011-08-24,Fall,0,0.6515,0.61,236
2011-08-24,Fall,0,0.6515,0.65,181
2011-08-24,Fall,0,0.6364,0.69,70
2011-08-25,Fall,0,0.6364,0.74,52
2011-08-25,Fall,0,0.6364,0.69,15
2011-08-25,Fall,0,0.6364,0.69,5
2011-08-25,Fall,0,0.6212,0.74,4
2011-08-25,Fall,0,0.6061,0.78,7
2011-08-25,Fall,0,0.6061,0.83,26
2011-08-25,Fall,0,0.6061,0.83,102
2011-08-25,Fall,0,0.6364,0.79,313
2011-08-25,Fall,0,0.6667,0.74,484
2011-08-25,Fall,0,0.6818,0.7,162
2011-08-25,Fall,0,0.697,0.66,142
2011-08-25,Fall,0,0.6667,0.79,151
2011-08-25,Fall,0,0.6667,0.79,41
2011-08-25,Fall,0,0.6667,0.79,37
2011-08-25,Fall,0,0.697,0.74,113
2011-08-25,Fall,0,0.697,0.7,132
2011-08-25,Fall,0,0.7121,0.84,121
2011-08-25,Fall,0,0.7121,0.84,312
2011-08-25,Fall,0,0.7121,0.84,408
2011-08-25,Fall,0,0.6061,0.78,272
2011-08-25,Fall,0,0.5909,0.78,225
2011-08-25,Fall,0,0.5909,0.78,187
2011-08-25,Fall,0,0.5758,0.83,147
2011-08-25,Fall,0,0.5758,0.83,84
2011-08-26,Fall,0,0.5758,0.83,51
2011-08-26,Fall,0,0.5758,0.83,23
2011-08-26,Fall,0,0.5606,0.88,20
2011-08-26,Fall,0,0.5455,0.88,11
2011-08-26,Fall,0,0.5606,0.88,8
2011-08-26,Fall,0,0.5606,0.88,26
2011-08-26,Fall,0,0.5606,0.88,105
2011-08-26,Fall,0,0.5758,0.83,266
2011-08-26,Fall,0,0.6061,0.83,404
2011-08-26,Fall,0,0.6667,0.74,230
2011-08-26,Fall,0,0.697,0.66,123
2011-08-26,Fall,0,0.7121,0.62,214
2011-08-26,Fall,0,0.7273,0.66,243
2011-08-26,Fall,0,0.7424,0.59,237
2011-08-26,Fall,0,0.7727,0.59,219
2011-08-26,Fall,0,0.7727,0.59,249
2011-08-26,Fall,0,0.7424,0.62,343
2011-08-26,Fall,0,0.7121,0.74,489
2011-08-26,Fall,0,0.7121,0.74,410
2011-08-26,Fall,0,0.697,0.79,290
2011-08-26,Fall,0,0.697,0.79,222
2011-08-26,Fall,0,0.697,0.79,190
2011-08-26,Fall,0,0.697,0.79,152
2011-08-26,Fall,0,0.6667,0.84,136
2011-08-27,Fall,0,0.6667,0.84,145
2011-08-27,Fall,0,0.6667,0.84,64
2011-08-27,Fall,0,0.6667,0.84,77
2011-08-27,Fall,0,0.6667,0.84,30
2011-08-27,Fall,0,0.6667,0.84,4
2011-08-27,Fall,0,0.6667,0.84,12
2011-08-27,Fall,0,0.6667,0.84,18
2011-08-27,Fall,0,0.6667,0.84,28
2011-08-27,Fall,0,0.6667,0.84,76
2011-08-27,Fall,0,0.6667,0.84,156
2011-08-27,Fall,0,0.6667,0.79,205
2011-08-27,Fall,0,0.5909,0.89,88
2011-08-27,Fall,0,0.6061,0.83,76
2011-08-27,Fall,0,0.6061,0.83,43
2011-08-27,Fall,0,0.5758,0.89,23
2011-08-27,Fall,0,0.5758,0.89,30
2011-08-27,Fall,0,0.5758,0.89,24
2011-08-27,Fall,0,0.5758,0.89,16
2011-08-28,Fall,0,0.5758,0.83,1
2011-08-28,Fall,0,0.5758,0.83,8
2011-08-28,Fall,0,0.6212,0.74,53
2011-08-28,Fall,0,0.6515,0.61,142
2011-08-28,Fall,0,0.6515,0.58,237
2011-08-28,Fall,0,0.6667,0.51,306
2011-08-28,Fall,0,0.6818,0.45,431
2011-08-28,Fall,0,0.697,0.43,447
2011-08-28,Fall,0,0.697,0.43,469
2011-08-28,Fall,0,0.7121,0.36,491
2011-08-28,Fall,0,0.6818,0.4,398
2011-08-28,Fall,0,0.6667,0.42,402
2011-08-28,Fall,0,0.6667,0.48,387
2011-08-28,Fall,0,0.6515,0.45,214
2011-08-28,Fall,0,0.6212,0.61,186
2011-08-28,Fall,0,0.6061,0.69,98
2011-08-28,Fall,0,0.5909,0.73,64
2011-08-29,Fall,0,0.5909,0.73,34
2011-08-29,Fall,0,0.5909,0.69,20
2011-08-29,Fall,0,0.5909,0.69,13
2011-08-29,Fall,0,0.5909,0.69,6
2011-08-29,Fall,0,0.5303,0.68,3
2011-08-29,Fall,0,0.5303,0.73,17
2011-08-29,Fall,0,0.5303,0.73,102
2011-08-29,Fall,0,0.6061,0.6,284
2011-08-29,Fall,0,0.6212,0.57,404
2011-08-29,Fall,0,0.6212,0.53,188
2011-08-29,Fall,0,0.6212,0.47,115
2011-08-29,Fall,0,0.6212,0.47,138
2011-08-29,Fall,0,0.6364,0.44,207
2011-08-29,Fall,0,0.6364,0.39,218
2011-08-29,Fall,0,0.6364,0.42,182
2011-08-29,Fall,0,0.6364,0.42,220
2011-08-29,Fall,0,0.6515,0.42,282
2011-08-29,Fall,0,0.6364,0.47,591
2011-08-29,Fall,0,0.6212,0.47,547
2011-08-29,Fall,0,0.6212,0.47,367
2011-08-29,Fall,0,0.6212,0.53,277
2011-08-29,Fall,0,0.6212,0.53,202
2011-08-29,Fall,0,0.6212,0.57,142
2011-08-29,Fall,0,0.6061,0.6,75
2011-08-30,Fall,0,0.5303,0.73,27
2011-08-30,Fall,0,0.5303,0.68,13
2011-08-30,Fall,0,0.5152,0.73,10
2011-08-30,Fall,0,0.5152,0.73,4
2011-08-30,Fall,0,0.5,0.77,6
2011-08-30,Fall,0,0.5,0.77,28
2011-08-30,Fall,0,0.5152,0.73,119
2011-08-30,Fall,0,0.5303,0.68,357
2011-08-30,Fall,0,0.6212,0.57,493
2011-08-30,Fall,0,0.6212,0.5,218
2011-08-30,Fall,0,0.6364,0.39,137
2011-08-30,Fall,0,0.6515,0.37,175
2011-08-30,Fall,0,0.6515,0.37,237
2011-08-30,Fall,0,0.6515,0.35,229
2011-08-30,Fall,0,0.6515,0.33,209
2011-08-30,Fall,0,0.6515,0.35,196
2011-08-30,Fall,0,0.6515,0.37,337
2011-08-30,Fall,0,0.6515,0.42,611
2011-08-30,Fall,0,0.6364,0.45,576
2011-08-30,Fall,0,0.6212,0.5,465
2011-08-30,Fall,0,0.6212,0.5,298
2011-08-30,Fall,0,0.6061,0.65,223
2011-08-30,Fall,0,0.6061,0.61,143
2011-08-30,Fall,0,0.6061,0.61,93
2011-08-31,Fall,0,0.5909,0.69,32
2011-08-31,Fall,0,0.5909,0.69,15
2011-08-31,Fall,0,0.5303,0.73,6
2011-08-31,Fall,0,0.5303,0.78,6
2011-08-31,Fall,0,0.5303,0.73,5
2011-08-31,Fall,0,0.5152,0.83,27
2011-08-31,Fall,0,0.5152,0.77,111
2011-08-31,Fall,0,0.5758,0.78,328
2011-08-31,Fall,0,0.6061,0.69,467
2011-08-31,Fall,0,0.6061,0.69,244
2011-08-31,Fall,0,0.6364,0.45,138
2011-08-31,Fall,0,0.6515,0.42,171
2011-08-31,Fall,0,0.6667,0.43,260
2011-08-31,Fall,0,0.6515,0.37,221
2011-08-31,Fall,0,0.6515,0.4,196
2011-08-31,Fall,0,0.6515,0.4,172
2011-08-31,Fall,0,0.6667,0.42,309
2011-08-31,Fall,0,0.6515,0.45,608
2011-08-31,Fall,0,0.6515,0.51,565
2011-08-31,Fall,0,0.7727,0.47,446
2011-08-31,Fall,0,0.6212,0.57,289
2011-08-31,Fall,0,0.6212,0.61,201
2011-08-31,Fall,0,0.6061,0.69,157
2011-08-31,Fall,0,0.5758,0.78,84
2011-09-01,Fall,0,0.5758,0.78,51
2011-09-01,Fall,0,0.5909,0.73,21
2011-09-01,Fall,0,0.5455,0.78,25
2011-09-01,Fall,0,0.5455,0.78,14
2011-09-01,Fall,0,0.5303,0.83,7
2011-09-01,Fall,0,0.5303,0.73,23
2011-09-01,Fall,0,0.5758,0.78,105
2011-09-01,Fall,0,0.5758,0.78,342
2011-09-01,Fall,0,0.5909,0.73,498
2011-09-01,Fall,0,0.6061,0.69,207
2011-09-01,Fall,0,0.6364,0.61,138
2011-09-01,Fall,0,0.6667,0.51,192
2011-09-01,Fall,0,0.6667,0.51,229
2011-09-01,Fall,0,0.6667,0.48,219
2011-09-01,Fall,0,0.6667,0.54,198
2011-09-01,Fall,0,0.6667,0.51,174
2011-09-01,Fall,0,0.6667,0.51,308
2011-09-01,Fall,0,0.6667,0.54,628
2011-09-01,Fall,0,0.6667,0.54,531
2011-09-01,Fall,0,0.6515,0.58,443
2011-09-01,Fall,0,0.6212,0.61,280
2011-09-01,Fall,0,0.6212,0.57,177
2011-09-01,Fall,0,0.6212,0.57,179
2011-09-01,Fall,0,0.6061,0.65,126
2011-09-02,Fall,0,0.6061,0.65,64
2011-09-02,Fall,0,0.5909,0.73,32
2011-09-02,Fall,0,0.5909,0.73,20
2011-09-02,Fall,0,0.5606,0.83,8
2011-09-02,Fall,0,0.5606,0.83,4
2011-09-02,Fall,0,0.5606,0.83,20
2011-09-02,Fall,0,0.5606,0.83,76
2011-09-02,Fall,0,0.5606,0.83,259
2011-09-02,Fall,0,0.5909,0.78,456
2011-09-02,Fall,0,0.5758,0.83,220
2011-09-02,Fall,0,0.6061,0.76,140
2011-09-02,Fall,0,0.6212,0.74,192
2011-09-02,Fall,0,0.6212,0.69,260
2011-09-02,Fall,0,0.6364,0.65,279
2011-09-02,Fall,0,0.6515,0.61,283
2011-09-02,Fall,0,0.6515,0.61,346
2011-09-02,Fall,0,0.6515,0.61,381
2011-09-02,Fall,0,0.6364,0.65,455
2011-09-02,Fall,0,0.6364,0.65,355
2011-09-02,Fall,0,0.6212,0.69,287
2011-09-02,Fall,0,0.6061,0.73,196
2011-09-02,Fall,0,0.6061,0.73,149
2011-09-02,Fall,0,0.6061,0.73,147
2011-09-02,Fall,0,0.6061,0.73,98
2011-09-03,Fall,0,0.6061,0.73,87
2011-09-03,Fall,0,0.6061,0.69,74
2011-09-03,Fall,0,0.6061,0.69,41
2011-09-03,Fall,0,0.5909,0.73,35
2011-09-03,Fall,0,0.5909,0.73,7
2011-09-03,Fall,0,0.6061,0.69,12
2011-09-03,Fall,0,0.5909,0.73,23
2011-09-03,Fall,0,0.5909,0.73,38
2011-09-03,Fall,0,0.6061,0.69,89
2011-09-03,Fall,0,0.6212,0.69,201
2011-09-03,Fall,0,0.6212,0.65,258
2011-09-03,Fall,0,0.6212,0.69,194
2011-09-03,Fall,0,0.6515,0.61,257
2011-09-03,Fall,0,0.6515,0.65,353
2011-09-03,Fall,0,0.6818,0.66,380
2011-09-03,Fall,0,0.6818,0.7,388
2011-09-03,Fall,0,0.6818,0.7,374
2011-09-03,Fall,0,0.6818,0.7,371
2011-09-03,Fall,0,0.6818,0.7,339
2011-09-03,Fall,0,0.6667,0.74,295
2011-09-03,Fall,0,0.6667,0.79,219
2011-09-03,Fall,0,0.6364,0.83,164
2011-09-03,Fall,0,0.6364,0.83,162
2011-09-03,Fall,0,0.6212,0.85,123
2011-09-04,Fall,0,0.5909,0.89,109
2011-09-04,Fall,0,0.6061,0.83,75
2011-09-04,Fall,0,0.6061,0.83,60
2011-09-04,Fall,0,0.5758,0.89,43
2011-09-04,Fall,0,0.5758,0.83,4
2011-09-04,Fall,0,0.5758,0.83,6
2011-09-04,Fall,0,0.5758,0.84,3
2011-09-04,Fall,0,0.6061,0.78,30
2011-09-04,Fall,0,0.6061,0.78,70
2011-09-04,Fall,0,0.6061,0.78,189
2011-09-04,Fall,0,0.6667,0.74,297
2011-09-04,Fall,0,0.697,0.7,337
2011-09-04,Fall,0,0.7273,0.66,435
2011-09-04,Fall,0,0.7424,0.62,419
2011-09-04,Fall,0,0.7576,0.66,361
2011-09-04,Fall,0,0.7576,0.66,410
2011-09-04,Fall,0,0.7727,0.59,337
2011-09-04,Fall,0,0.7273,0.66,376
2011-09-04,Fall,0,0.7273,0.66,356
2011-09-04,Fall,0,0.697,0.7,328
2011-09-04,Fall,0,0.697,0.7,229
2011-09-04,Fall,0,0.697,0.74,207
2011-09-04,Fall,0,0.697,0.74,155
2011-09-04,Fall,0,0.6818,0.7,104
2011-09-05,Fall,1,0.6667,0.74,97
2011-09-05,Fall,1,0.6364,0.79,54
2011-09-05,Fall,1,0.6364,0.79,39
2011-09-05,Fall,1,0.6364,0.74,16
2011-09-05,Fall,1,0.6364,0.69,8
2011-09-05,Fall,1,0.6212,0.74,6
2011-09-05,Fall,1,0.6212,0.74,11
2011-09-05,Fall,1,0.6212,0.74,41
2011-09-05,Fall,1,0.6061,0.78,101
2011-09-05,Fall,1,0.6364,0.74,152
2011-09-05,Fall,1,0.6515,0.7,244
2011-09-05,Fall,1,0.6667,0.74,308
2011-09-05,Fall,1,0.6818,0.7,353
2011-09-05,Fall,1,0.697,0.7,389
2011-09-05,Fall,1,0.697,0.7,357
2011-09-05,Fall,1,0.6364,0.79,253
2011-09-05,Fall,1,0.6364,0.79,284
2011-09-05,Fall,1,0.5909,0.89,114
2011-09-05,Fall,1,0.5909,0.89,123
2011-09-05,Fall,1,0.5909,0.94,175
2011-09-05,Fall,1,0.5909,0.94,82
2011-09-05,Fall,1,0.5909,0.94,60
2011-09-05,Fall,1,0.5455,0.88,64
2011-09-05,Fall,1,0.5303,0.88,20
2011-09-06,Fall,0,0.5152,0.94,8
2011-09-06,Fall,0,0.5152,0.94,2
2011-09-06,Fall,0,0.5152,0.94,1
2011-09-06,Fall,0,0.5152,0.94,4
2011-09-06,Fall,0,0.5152,0.88,21
2011-09-06,Fall,0,0.5152,0.88,72
2011-09-06,Fall,0,0.5152,0.83,172
2011-09-06,Fall,0,0.5152,0.83,364
2011-09-06,Fall,0,0.5152,0.81,185
2011-09-06,Fall,0,0.5152,0.83,106
2011-09-06,Fall,0,0.5152,0.83,89
2011-09-06,Fall,0,0.5152,0.83,67
2011-09-06,Fall,0,0.5152,0.88,29
2011-09-06,Fall,0,0.5152,0.88,24
2011-09-06,Fall,0,0.5152,0.94,89
2011-09-06,Fall,0,0.5152,0.94,106
2011-09-06,Fall,0,0.5152,0.88,291
2011-09-06,Fall,0,0.5152,0.88,373
2011-09-06,Fall,0,0.5152,0.88,281
2011-09-06,Fall,0,0.5152,0.88,163
2011-09-06,Fall,0,0.5152,0.88,121
2011-09-06,Fall,0,0.5152,0.94,84
2011-09-06,Fall,0,0.5152,0.94,58
2011-09-07,Fall,0,0.5152,0.94,13
2011-09-07,Fall,0,0.5152,0.94,5
2011-09-07,Fall,0,0.5152,0.94,6
2011-09-07,Fall,0,0.5303,0.94,2
2011-09-07,Fall,0,0.5303,0.94,4
2011-09-07,Fall,0,0.5303,1.0,16
2011-09-07,Fall,0,0.5455,0.88,75
2011-09-07,Fall,0,0.5455,0.88,86
2011-09-07,Fall,0,0.5455,0.94,328
2011-09-07,Fall,0,0.5455,0.88,190
2011-09-07,Fall,0,0.5455,0.88,66
2011-09-07,Fall,0,0.5152,0.94,10
2011-09-07,Fall,0,0.5303,0.94,22
2011-09-07,Fall,0,0.5455,0.88,11
2011-09-07,Fall,0,0.5152,0.93,25
2011-09-07,Fall,0,0.5455,0.94,58
2011-09-07,Fall,0,0.5758,0.89,144
2011-09-07,Fall,0,0.5758,0.89,285
2011-09-07,Fall,0,0.5758,0.89,237
2011-09-07,Fall,0,0.5758,0.89,226
2011-09-07,Fall,0,0.5758,0.89,96
2011-09-07,Fall,0,0.5758,0.89,38
2011-09-07,Fall,0,0.5455,0.94,29
2011-09-07,Fall,0,0.5455,0.94,24
2011-09-08,Fall,0,0.5,1.0,14
2011-09-08,Fall,0,0.5455,0.94,4
2011-09-08,Fall,0,0.5455,0.94,2
2011-09-08,Fall,0,0.5455,0.94,3
2011-09-08,Fall,0,0.5455,0.94,14
2011-09-08,Fall,0,0.5455,0.94,56
2011-09-08,Fall,0,0.5455,0.94,179
2011-09-08,Fall,0,0.5455,0.94,195
2011-09-08,Fall,0,0.5152,1.0,69
2011-09-08,Fall,0,0.5606,0.94,65
2011-09-08,Fall,0,0.5606,0.94,98
2011-09-08,Fall,0,0.5909,0.94,102
2011-09-08,Fall,0,0.6364,0.83,126
2011-09-08,Fall,0,0.6667,0.79,120
2011-09-08,Fall,0,0.5909,0.89,139
2011-09-08,Fall,0,0.5606,0.94,156
2011-09-08,Fall,0,0.5606,0.94,113
2011-09-08,Fall,0,0.5606,0.94,68
2011-09-08,Fall,0,0.5152,1.0,52
2011-09-08,Fall,0,0.5455,0.94,89
2011-09-08,Fall,0,0.5606,0.94,82
2011-09-08,Fall,0,0.5152,1.0,70
2011-09-08,Fall,0,0.5152,1.0,26
2011-09-09,Fall,0,0.5606,0.94,16
2011-09-09,Fall,0,0.5152,1.0,8
2011-09-09,Fall,0,0.5152,1.0,8
2011-09-09,Fall,0,0.5455,0.94,2
2011-09-09,Fall,0,0.5455,0.94,3
2011-09-09,Fall,0,0.5455,0.94,14
2011-09-09,Fall,0,0.5152,1.0,57
2011-09-09,Fall,0,0.5152,1.0,108
2011-09-09,Fall,0,0.5455,0.94,288
2011-09-09,Fall,0,0.5455,0.94,136
2011-09-09,Fall,0,0.5152,1.0,29
2011-09-09,Fall,0,0.5455,0.94,72
2011-09-09,Fall,0,0.5606,0.94,75
2011-09-09,Fall,0,0.6667,0.79,122
2011-09-09,Fall,0,0.697,0.74,148
2011-09-09,Fall,0,0.697,0.66,188
2011-09-09,Fall,0,0.697,0.66,285
2011-09-09,Fall,0,0.6667,0.79,505
2011-09-09,Fall,0,0.6667,0.79,410
2011-09-09,Fall,0,0.5909,0.89,349
2011-09-09,Fall,0,0.5606,0.94,210
2011-09-09,Fall,0,0.5909,0.89,203
2011-09-09,Fall,0,0.5455,0.94,160
2011-09-09,Fall,0,0.5455,0.94,148
2011-09-10,Fall,0,0.5455,0.94,116
2011-09-10,Fall,0,0.5455,0.94,83
